Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,floor_number,total_floor,Area Locality Encoded
2022-07-09,2,70000,1100,18 out of 22,1,Chandivali,5,1,1,2,0,18.0,22.0,379
2022-06-01,3,1200000,5000,4 out of 15,1,Juhu,5,1,1,4,0,4.0,15.0,868
2022-04-29,0,25000,596,1 out of 7,2,Kandivali West,5,1,1,1,2,1.0,7.0,947
2022-06-28,1,45000,680,3 out of 4,1,"DLH Orchid, Lokhandwala Complex",5,2,0,2,0,3.0,4.0,451
2022-05-17,3,190000,1950,11 out of 21,1,"Godrej Serenity Mumbai, Chembur",5,2,1,4,0,11.0,21.0,637
2022-07-09,2,140000,1350,18 out of 32,1,"Transcon Triumph, Lokhandwala Complex",5,1,1,3,0,18.0,32.0,2012
2022-05-01,0,35000,510,3 out of 4,1,Chakala Cigarette Factory,5,1,1,1,2,3.0,4.0,365
2022-06-20,0,60000,500,5 out of 7,1,"Green Gate Apartment, Pali Hill",5,0,1,1,0,5.0,7.0,662
2022-04-29,0,15000,375,13 out of 16,2,Kanjurmarg East,5,2,1,1,2,13.0,16.0,948
2022-05-21,0,39000,500,2 out of 7,1,Model Town,5,0,2,1,0,2.0,7.0,1271
2022-05-13,2,190000,1500,8 out of 10,1,Bandra West,5,1,1,3,0,8.0,10.0,225
2022-06-20,2,84000,1000,18 out of 21,1,"Lake Primrose, Powai",5,0,1,3,0,18.0,21.0,1087
2022-05-31,2,68000,1260,27 out of 58,1,"Alta Monte, Pathanwadi",5,2,2,3,0,27.0,58.0,76
2022-06-12,0,26000,475,8 out of 20,1,"Dreams Complex, Bhandup West",5,2,1,2,0,8.0,20.0,520
2022-06-20,1,42000,620,6 out of 11,1,"NG Royal Park, Kanjurmarg East",5,1,2,2,0,6.0,11.0,1312
2022-06-28,0,35000,490,1 out of 6,1,Mukund Nagar,5,0,1,1,0,1.0,6.0,1293
2022-07-09,1,44000,710,13 out of 18,1,"Ajmera Bhakti Park, Bhakti Park",5,1,1,2,0,13.0,18.0,55
2022-05-31,1,60000,720,4 out of 7,1,Sindhi Society Chembur,5,2,1,2,0,4.0,7.0,1862
2022-06-23,1,45000,770,2 out of 12,1,Goregaon West,5,1,0,2,0,2.0,12.0,651
2022-06-04,2,250000,1600,19 out of 25,2,"Chaitanya Towers, Prabhadevi",5,1,1,3,0,19.0,25.0,362
2022-05-23,0,65000,500,Ground out of 5,1,Bandra West,5,0,1,1,0,0.0,5.0,225
2022-05-14,0,20000,350,1 out of 8,2,Parel,5,2,1,1,2,1.0,8.0,1492
2022-07-09,1,75000,1000,3 out of 15,2,"7 Bungalow, Seven Bungalows",5,1,1,2,0,3.0,15.0,11
2022-07-09,4,500000,3900,4 out of 6,1,Altamount Road,5,0,1,5,0,4.0,6.0,77
2022-06-30,2,140000,1000,3 out of 7,1,Juhu,5,1,2,3,0,3.0,7.0,868
2022-07-06,1,45000,660,25 out of 43,1,"Wadhwa Atmoshphere, Mulund West",5,1,0,2,0,25.0,43.0,2134
2022-05-25,0,9400,600,4 out of 6,2,Bhayandar East,5,1,1,1,2,4.0,6.0,296
2022-06-22,1,100000,900,2 out of 12,1,Santacruz West,5,0,1,2,0,2.0,12.0,1777
2022-06-20,1,65000,750,2 out of 3,1,"Ganpat Niketan Apartment, Khar West",5,0,1,2,0,2.0,3.0,606
2022-05-31,1,230000,1000,2 out of 7,1,Bandra West,5,0,1,2,0,2.0,7.0,225
2022-05-19,2,180000,1500,7 out of 12,1,Bandra West,5,1,0,3,0,7.0,12.0,225
2022-05-19,1,180000,1200,7 out of 12,1,Khar West,5,0,1,3,0,7.0,12.0,1000
2022-06-25,2,120000,1200,10 out of 14,1,Khar West,5,0,1,3,0,10.0,14.0,1000
2022-07-07,0,20000,280,11 out of 24,1,Century Bazaar,5,1,1,1,0,11.0,24.0,360
2022-05-19,1,130000,1000,10 out of 12,1,Khar West,5,0,0,2,0,10.0,12.0,1000
2022-05-19,2,400000,1800,7 out of 14,1,Pali Hill,5,1,0,4,0,7.0,14.0,1471
2022-06-22,1,75000,694,1 out of 7,1,Bandra West,5,1,1,2,0,1.0,7.0,225
2022-05-31,4,350000,3250,12 out of 18,1,Deonar,5,2,2,5,0,12.0,18.0,476
2022-04-29,2,100000,1740,21 out of 22,2,Powai,5,0,1,4,2,21.0,22.0,1547
2022-06-16,1,55000,750,8 out of 14,1,Chembur,5,0,1,2,0,8.0,14.0,388
2022-06-14,2,70000,1000,12 out of 20,1,"Nahar Amrit Shakti powai, Chandivali",5,1,1,3,0,12.0,20.0,1326
2022-06-29,0,30000,500,3 out of 4,2,Sion,5,0,1,1,2,3.0,4.0,1868
2022-06-28,3,330000,2000,11 out of 12,1,Mehboob Studio,5,1,0,5,0,11.0,12.0,1256
2022-06-13,0,75000,550,7 out of 10,1,Bandra West,5,0,1,2,0,7.0,10.0,225
2022-06-27,0,14000,270,6 out of 7,1,Poisar,5,2,0,1,2,6.0,7.0,1535
2022-07-06,2,130000,960,9 out of 21,1,7 Bungalows Andheri West,5,1,2,3,0,9.0,21.0,12
2022-04-29,2,40000,1200,2 out of 4,2,Kandivali West,5,1,2,2,2,2.0,4.0,947
2022-05-27,1,46000,710,15 out of 18,1,"Ajmera Bhakti Park, Bhakti Park",5,2,1,2,0,15.0,18.0,55
2022-07-04,0,27000,472,13 out of 14,1,"Marathon Embryo, Bhandup West",5,1,0,2,2,13.0,14.0,1225
2022-05-26,1,95000,1000,10 out of 13,1,Bandra West,5,1,1,2,0,10.0,13.0,225
2022-07-09,1,94000,800,14 out of 18,1,"Kanakia Hollywood, Sai Nagar",5,1,2,2,0,14.0,18.0,935
2022-06-30,1,40000,650,7 out of 11,1,"Gaurav Heights, Kandivali West",5,2,0,2,0,7.0,11.0,617
2022-07-04,2,150000,1300,6 out of 7,1,Seven Bungalows,5,1,1,3,0,6.0,7.0,1816
2022-07-07,1,30000,600,2 out of 5,1,"Gokul Apartment, Evershine Nagar",5,2,1,2,0,2.0,5.0,643
2022-06-16,1,95000,750,7 out of 10,1,Opera House,5,0,0,2,0,7.0,10.0,1448
2022-06-16,1,130000,890,45 out of 77,1,"Lodha The Park, Worli",5,1,2,2,0,45.0,77.0,1125
2022-05-27,0,14000,421,3 out of 4,1,Borivali East,5,2,1,1,0,3.0,4.0,328
2022-05-27,2,100000,1300,12 out of 24,1,"L&T Emerald Isle, Powai",5,1,2,3,0,12.0,24.0,1069
2022-07-05,0,35000,350,2 out of 3,2,Dadar West,5,2,1,1,2,2.0,3.0,455
2022-06-07,1,57000,800,5 out of 20,1,"Nahar Amrit Shakti powai, Chandivali",5,1,1,2,0,5.0,20.0,1326
2022-07-06,1,45000,650,5 out of 6,1,Santacruz East,5,1,1,2,2,5.0,6.0,1776
2022-04-29,0,11000,650,18 out of 19,2,Mira Road,5,0,1,2,2,18.0,19.0,1267
2022-05-14,1,50000,650,10 out of 20,1,"Sheth Montana, Mulund West",5,1,1,2,0,10.0,20.0,1838
2022-05-27,1,35000,680,12 out of 20,1,"Parinee Adney, Borivali West",5,2,1,2,0,12.0,20.0,1493
2022-07-06,1,100000,800,1 out of 5,1,Bandra West,5,0,1,2,0,1.0,5.0,225
2022-07-06,2,130000,1250,12 out of 29,1,"Adani Western Heights, 4 Bunglows",5,1,2,3,0,12.0,29.0,32
2022-05-23,0,52000,475,10 out of 18,1,Shivaji Park,5,2,1,1,0,10.0,18.0,1846
2022-07-07,1,28000,600,1 out of 5,1,"Gokul Apartment, Evershine Nagar",5,2,1,2,0,1.0,5.0,643
2022-04-29,0,18000,450,2 out of 4,2,"Nem Vihar, Mulund West",5,2,1,1,2,2.0,4.0,1374
2022-06-04,0,30000,400,3 out of 6,2,Bhatti Pada,5,2,0,1,2,3.0,6.0,294
2022-07-06,2,45000,985,Lower Basement out of 18,1,"Gemstar Symphony Apartment, Kandivali West",5,2,2,3,0,0.0,18.0,622
2022-05-27,2,130000,1450,3 out of 7,1,Shivaji Park,5,2,0,3,0,3.0,7.0,1846
2022-05-27,1,58000,650,15 out of 24,1,"L&T Emerald Isle, Powai",5,1,2,2,0,15.0,24.0,1069
2022-07-06,1,65000,805,48 out of 68,1,"Auris Serenity, Kanch Pada",5,1,1,3,0,48.0,68.0,162
2022-05-27,0,24000,650,3 out of 4,2,Malad East,5,1,1,1,2,3.0,4.0,1181
2022-07-09,0,54500,515,12 out of 42,1,"Lodha New Cuffe Parade, Wadala East",5,2,1,1,0,12.0,42.0,1123
2022-06-12,2,70000,1000,15 out of 20,1,Chandivali,5,1,1,2,0,15.0,20.0,379
2022-06-07,2,67000,1050,6 out of 8,1,Chembur,5,1,2,3,0,6.0,8.0,388
2022-07-09,1,75000,777,17 out of 22,1,"Hiranandani Castle Rock, Powai",5,0,1,2,0,17.0,22.0,730
2022-06-11,1,45000,831,16 out of 22,1,"Kaustubh Platinum, Datta Pada",5,2,2,2,0,16.0,22.0,973
2022-07-06,2,98000,1233,35 out of 68,1,"Auris Serenity, Kanch Pada",5,1,1,4,0,35.0,68.0,162
2022-06-11,0,16000,250,4 out of 10,1,Charkop,5,2,1,1,2,4.0,10.0,383
2022-05-14,1,95000,900,18 out of 30,1,"Oberoi Springs, Andheri West",5,1,0,2,0,18.0,30.0,1429
2022-07-06,1,40000,753,11 out of 31,1,"Omkar Ananta, Film City Road",5,2,1,2,0,11.0,31.0,1445
2022-06-10,2,300000,1800,8 out of 12,1,Bandra West,5,0,0,3,0,8.0,12.0,225
2022-07-06,1,80000,670,5 out of 17,1,Matunga East,5,2,0,2,0,5.0,17.0,1239
2022-07-09,3,380000,2800,50 out of 75,1,"Omkar 1973, Worli",5,1,1,4,0,50.0,75.0,1443
2022-07-09,2,160000,1197,18 out of 26,1,"Aristo Pearl Residency, Prabhadevi",5,1,1,3,0,18.0,26.0,137
2022-06-27,1,44000,880,12 out of 27,1,orchid suburbia,5,2,0,2,2,12.0,27.0,2207
2022-05-16,1,200000,1000,7 out of 8,1,Union Park,5,0,1,2,0,7.0,8.0,2029
2022-04-29,1,65000,935,2 out of 7,2,Andheri West,5,1,1,2,2,2.0,7.0,115
2022-07-06,1,50000,751,16 out of 20,1,"Raj Legacy, Vikhroli West",5,1,1,2,0,16.0,20.0,1623
2022-07-04,0,6000,200,Ground out of 5,2,"Sonal Apartment, Bhandari Compound",5,2,1,1,2,0.0,5.0,1886
2022-06-13,3,280000,2500,24 out of 55,1,"Island City Centre, Dadar East",5,1,1,6,0,24.0,55.0,802
2022-07-09,0,46000,500,6 out of 8,1,"Sundar Nagar, Kalina",5,0,2,1,0,6.0,8.0,1927
2022-05-31,0,35000,430,15 out of 23,1,"Conwood Astoria, Film City Road",5,0,1,1,0,15.0,23.0,429
2022-07-06,2,75000,1088,16 out of 37,1,"Sunteck City Avenue 1, Goregaon West",5,1,1,3,0,16.0,37.0,1932
2022-05-10,0,20000,330,4 out of 8,1,Andheri West,5,1,1,1,2,4.0,8.0,115
2022-04-29,0,25000,400,Upper Basement out of 7,1,shanti kutir tunga village powai,5,2,1,1,2,0.0,7.0,2218
2022-06-27,2,110000,1200,6 out of 15,1,"Salvation CHS, Dadar West",5,0,1,3,0,6.0,15.0,1763
2022-06-28,1,29500,700,2 out of 7,1,Borivali West,5,2,1,2,0,2.0,7.0,329
2022-07-09,2,53000,1000,16 out of 32,1,"Mahindra Splendour, Bhandup West",5,1,1,2,0,16.0,32.0,1172
2022-06-12,1,85000,750,11 out of 27,1,"Hiranandani Atlantis, Hiranandani Gardens",5,1,1,2,0,11.0,27.0,728
2022-06-12,0,26000,450,6 out of 10,1,Goregaon West,5,2,0,2,0,6.0,10.0,651
2022-04-29,0,33000,640,11 out of 23,2,Bhandup West,5,0,1,2,2,11.0,23.0,287
2022-07-08,2,180000,1190,5 out of 12,1,"L Nagpal Ruby, Turner Road",5,1,1,3,0,5.0,12.0,1067
2022-06-23,2,70000,850,5 out of 8,2,Chembur,5,2,0,3,0,5.0,8.0,388
2022-07-07,0,17000,330,Ground out of 7,1,Jankalyan Nagar,5,1,1,1,0,0.0,7.0,839
2022-05-13,1,37000,685,10 out of 18,1,Mulund West,5,1,0,2,0,10.0,18.0,1297
2022-06-12,0,27000,400,6 out of 10,1,Goregaon West,5,2,0,2,0,6.0,10.0,651
2022-06-15,0,35500,500,8 out of 13,1,"Mayfair Sonata Greens, Park Site Colony",5,0,1,2,0,8.0,13.0,1242
2022-05-24,0,24000,550,2 out of 4,1,Mulund West,5,2,0,1,0,2.0,4.0,1297
2022-06-11,3,250000,2500,2 out of 8,1,Juhu,5,2,1,4,0,2.0,8.0,868
2022-05-14,2,180000,1100,6 out of 15,1,JVPD Scheme,5,0,2,3,0,6.0,15.0,815
2022-05-31,1,18500,650,3 out of 12,1,"Swayam Apartment, Poonam Gardens",5,2,2,2,0,3.0,12.0,1943
2022-07-09,2,200000,1400,8 out of 17,1,"Hill Road, Bandra West",5,0,1,3,0,8.0,17.0,721
2022-07-04,1,70000,1050,14 out of 15,1,"Godrej Prime, Chembur",5,0,1,2,0,14.0,15.0,636
2022-06-04,2,55000,850,6 out of 7,1,Goregaon West,5,2,0,3,0,6.0,7.0,651
2022-05-23,0,24000,550,Ground out of 4,1,Ghatkopar West,5,2,0,1,0,0.0,4.0,629
2022-06-23,1,55000,750,5 out of 8,1,Chandivali,5,0,1,2,0,5.0,8.0,379
2022-07-09,2,150000,1350,23 out of 25,1,"Kalpataru Antariksha, Prabhadevi",5,1,1,3,0,23.0,25.0,918
2022-06-25,1,50000,800,5 out of 8,1,Santacruz East,5,1,1,2,0,5.0,8.0,1776
2022-07-06,3,300000,2650,14 out of 48,1,"Lodha Bellissimo, Mahalakshmi",5,1,1,3,0,14.0,48.0,1114
2022-07-06,2,90100,975,29 out of 35,1,Goregaon East,5,1,1,2,0,29.0,35.0,650
2022-06-16,2,57000,1325,15 out of 36,1,"Raheja Exotica Sorento, Madh",5,0,1,4,0,15.0,36.0,1612
2022-04-29,1,40000,700,3 out of 6,2,Andheri West,5,1,1,2,2,3.0,6.0,115
2022-07-09,1,80000,700,3 out of 8,1,Hindu Colony,5,0,2,2,0,3.0,8.0,726
2022-06-23,1,95000,850,15 out of 25,1,Powai,5,1,1,2,0,15.0,25.0,1547
2022-06-22,0,14000,305,10 out of 24,1,Ekta Nagar,5,2,0,1,0,10.0,24.0,555
2022-06-14,1,50000,850,8 out of 10,1,"Dsk Madhuban, Sakinaka Junction",5,2,1,2,0,8.0,10.0,521
2022-06-14,1,43000,724,6 out of 11,1,"Akruti Orchid Park, Sakinaka Junction",5,2,1,2,0,6.0,11.0,61
2022-06-12,1,55000,650,8 out of 16,1,Andheri West,5,0,0,2,0,8.0,16.0,115
2022-06-16,1,35000,650,5 out of 7,1,Nahur Gaothan,5,2,2,2,0,5.0,7.0,1328
2022-06-15,1,33000,700,15 out of 28,1,"Acme Avenue, Kandivali West",5,2,0,2,0,15.0,28.0,28
2022-05-26,1,47000,785,4 out of 7,1,JB Nagar,5,0,1,2,0,4.0,7.0,813
2022-06-27,2,75000,1250,15 out of 20,1,"Laksharia Tower, Andheri West",5,1,2,3,0,15.0,20.0,1091
2022-07-07,3,45000,1016,3 out of 36,1,"Oasis, Lokhandwala Twp",5,2,1,3,0,3.0,36.0,1422
2022-05-28,0,36000,380,12 out of 20,1,Mazgaon,5,2,1,2,0,12.0,20.0,1248
2022-05-14,0,40000,475,18 out of 23,1,"Sanghvi Evana, Worli",5,2,0,1,0,18.0,23.0,1770
2022-07-03,0,40000,444,8 out of 11,1,Sakinaka Junction,5,2,0,2,0,8.0,11.0,1754
2022-06-20,1,32000,640,6 out of 20,1,"GSA Grandeur, Gokuldham",5,2,1,2,0,6.0,20.0,589
2022-06-02,0,17000,320,23 out of 23,1,"Midas PMGP Mhada Colony, PMGP Colony",5,2,1,1,2,23.0,23.0,1263
2022-05-13,2,77000,1100,16 out of 21,1,"Auris Serenity, Adarsh Nagar",5,2,1,4,0,16.0,21.0,161
2022-06-16,3,290000,1500,5 out of 15,1,"Benchmark Solus, Waterfield Road",5,0,1,3,0,5.0,15.0,267
2022-05-18,1,35000,650,6 out of 8,1,"Evershine Millenium Paradise, Thakur Village, Kandivali East",5,1,1,2,0,6.0,8.0,569
2022-05-19,0,40000,508,16 out of 18,1,"Kanakia Sevens, Marol Maroshi Road",5,1,1,2,0,16.0,18.0,942
2022-07-09,3,250000,2500,2 out of 10,1,JVPD Scheme,5,0,1,4,0,2.0,10.0,815
2022-05-22,1,47000,720,Upper Basement out of 16,1,Chembur,5,2,0,2,0,0.0,16.0,388
2022-04-29,1,50000,750,Ground out of 5,2,D.N. Nagar,5,2,1,2,2,0.0,5.0,439
2022-06-27,0,32000,430,2 out of 3,1,"Sion East, Sion Koliwada",5,2,2,1,0,2.0,3.0,1871
2022-06-20,1,8000,623,6 out of 7,1,"Shreenath nagar, Morya Nagar",5,2,2,2,0,6.0,7.0,1852
2022-07-09,2,240000,1358,40 out of 50,1,"Lodha Kiara, Worli Hill",5,1,2,4,0,40.0,50.0,1117
2022-07-07,2,85000,1000,4 out of 11,1,"Lodha Eternis, Chakala MIDC",5,1,1,3,0,4.0,11.0,1115
2022-06-28,2,65000,1100,25 out of 28,1,"Sejal Tower, Goregaon West",5,2,0,3,0,25.0,28.0,1803
2022-07-03,2,75000,1255,12 out of 17,1,Bhakti Park,5,0,1,3,2,12.0,17.0,281
2022-05-27,0,26500,450,5 out of 8,1,"Vasant Sagar, Thakur Village, Kandivali East",5,0,2,2,0,5.0,8.0,2064
2022-06-16,1,45000,650,3 out of 7,1,"Akruti Aneri, Marol",5,0,1,2,0,3.0,7.0,60
2022-07-06,1,95000,955,34 out of 40,1,"Lodha New Cuffe Parade, Bhakti Park",5,1,0,2,0,34.0,40.0,1121
2022-05-22,1,38000,700,Upper Basement out of 22,1,"Altavista, Chembur",5,2,1,2,0,0.0,22.0,78
2022-07-06,2,260000,1915,8 out of 23,2,"Ashford Casa Grande, Lower Parel",5,1,2,4,0,8.0,23.0,145
2022-06-03,3,300000,2308,9 out of 31,1,"Windsor Grande Residences, Andheri West",5,1,1,6,0,9.0,31.0,2145
2022-07-09,2,180000,1250,11 out of 13,1,"Ekta Trinity, Santacruz West",5,1,2,3,0,11.0,13.0,557
2022-06-04,1,40000,625,6 out of 14,1,"Kailash Tower, Powai",5,1,0,2,0,6.0,14.0,904
2022-05-17,3,300000,2200,7 out of 8,1,JVPD Scheme,5,0,2,4,0,7.0,8.0,815
2022-06-20,1,85000,870,5 out of 21,1,"Royal Residency, Lal Baug",5,0,1,2,0,5.0,21.0,1707
2022-06-04,2,110000,1300,4 out of 12,1,Kalina,5,1,1,3,0,4.0,12.0,912
2022-06-23,1,40000,750,2 out of 8,1,"Techno Park I, Kandivali East",5,2,2,2,0,2.0,8.0,1968
2022-07-06,1,45000,750,2 out of 8,2,Andheri East,5,0,0,2,2,2.0,8.0,114
2022-06-04,1,52000,550,3 out of 9,1,Kalina,5,0,1,2,0,3.0,9.0,912
2022-07-06,3,90000,1250,2 out of 7,1,Andheri West,5,0,2,4,0,2.0,7.0,115
2022-07-09,2,140000,1400,11 out of 13,1,"Insignia, Bandra Kurla Complex",5,1,2,3,0,11.0,13.0,797
2022-06-23,2,150000,1330,32 out of 59,1,"Oberoi Esquire, Goregaon East",5,1,2,4,0,32.0,59.0,1423
2022-06-23,2,65000,1000,5 out of 10,1,Chembur,5,1,1,3,0,5.0,10.0,388
2022-05-31,1,50000,770,4 out of 14,1,"Sufalam CHS, Chembur East",5,2,1,2,0,4.0,14.0,1917
2022-06-16,1,54000,800,3 out of 7,1,"Shimpla Vighnaharta CHS, Seven Bungalows",5,2,2,2,0,3.0,7.0,1840
2022-05-29,3,180000,1691,20 out of 32,1,"Oberoi Prisma, Agarkar Chowk",5,1,1,6,0,20.0,32.0,1425
2022-05-14,0,60000,550,12 out of 20,1,"Neumec Elegance, Lower Parel",5,0,0,2,0,12.0,20.0,1380
2022-07-09,1,65000,800,10 out of 14,1,Andheri West,5,2,2,2,0,10.0,14.0,115
2022-07-09,1,35000,615,6 out of 14,1,"Aspire, Thakur Village, Kandivali East",5,2,2,2,0,6.0,14.0,155
2022-06-25,1,43000,663,25 out of 43,1,"Wadhwa Atmosphere, Mulund West",5,2,1,2,0,25.0,43.0,2135
2022-06-16,0,20000,400,3 out of 4,1,Bhandup,5,1,1,1,2,3.0,4.0,284
2022-06-04,1,57000,625,9 out of 18,1,"Panch Complex, Powai",5,0,0,2,0,9.0,18.0,1479
2022-06-16,3,130000,1432,12 out of 20,1,"Sabari Ashville, Chembur East",5,2,1,3,0,12.0,20.0,1724
2022-05-24,0,25000,425,3 out of 5,1,Mulund West,5,2,0,1,0,3.0,5.0,1297
2022-06-12,1,56000,649,5 out of 22,1,"Promenade At The Address, Ghatkopar West",5,1,0,2,0,5.0,22.0,1567
2022-05-14,1,55000,905,10 out of 37,1,"Sunteck City Avenue 1, Goregaon West",5,2,0,2,0,10.0,37.0,1932
2022-04-27,1,18000,882,10 out of 22,2,"DB Ozone, Mira Road",5,2,0,2,2,10.0,22.0,440
2022-06-27,2,100000,1200,4 out of 15,1,"Salvation CHS, Dadar West",5,0,1,3,0,4.0,15.0,1763
2022-05-31,1,76000,736,16 out of 36,1,"Rustomjee Elanza, Mindspace",5,2,2,2,0,16.0,36.0,1716
2022-07-09,2,270000,1710,25 out of 48,1,"Lodha Bellissimo, Mahalakshmi",5,0,1,3,0,25.0,48.0,1114
2022-06-24,0,45000,225,3 out of 6,1,"simla house at nepeasea road, Napean Sea Road",5,2,0,1,2,3.0,6.0,2221
2022-05-22,1,39000,720,Upper Basement out of 22,1,"Altavista, Chembur",5,2,1,2,0,0.0,22.0,78
2022-06-07,0,12500,555,6 out of 7,2,"Hubtown Gardenia, Mira Road",5,2,0,1,2,6.0,7.0,763
2022-07-07,0,35000,415,2 out of 7,2,Andheri East,5,2,1,1,2,2.0,7.0,114
2022-06-12,1,55000,649,4 out of 22,1,"Promenade At The Address, Ghatkopar West",5,1,0,2,0,4.0,22.0,1567
2022-06-15,2,90000,1000,3 out of 3,1,Vile Parle West,5,0,0,2,0,3.0,3.0,2103
2022-06-04,1,250000,1300,Upper Basement out of 10,1,Khar West,5,0,1,2,0,0.0,10.0,1000
2022-06-24,1,25000,1065,15 out of 15,2,"Gaurav Excellency, Mira Road",5,0,1,2,2,15.0,15.0,616
2022-07-08,1,90000,854,15 out of 20,1,"Kanakia Paris, Bandra Kurla Complex",5,1,1,2,0,15.0,20.0,937
2022-06-27,2,120000,1200,5 out of 14,1,"Salvation CHS, Dadar West",5,0,1,3,0,5.0,14.0,1763
2022-06-06,0,55000,500,8 out of 18,1,Hiranandani Gardens,5,2,0,1,0,8.0,18.0,731
2022-05-31,2,70000,906,7 out of 10,1,"Sanjona Gulmarg Towers, Chembur East",5,1,1,3,0,7.0,10.0,1773
2022-06-22,2,300000,1800,11 out of 11,1,Bandra West,5,0,1,4,0,11.0,11.0,225
2022-05-26,1,25000,500,1 out of 3,1,New Devchhaya Building,5,0,1,1,2,1.0,3.0,1387
2022-06-16,0,35000,450,2 out of 7,2,Goregaon West,5,2,1,1,2,2.0,7.0,651
2022-07-09,2,120000,1130,3 out of 7,1,Bandra West,5,1,1,3,0,3.0,7.0,225
2022-06-04,0,27000,495,5 out of 7,2,Andheri East,5,0,1,2,2,5.0,7.0,114
2022-05-19,0,25000,407,5 out of 23,2,Devi Pada,5,2,1,2,2,5.0,23.0,480
2022-06-16,2,150000,1092,60 out of 77,1,"Lodha The Park, Worli",5,1,2,3,0,60.0,77.0,1125
2022-07-07,1,32000,610,11 out of 18,1,"The Windsor, Kandivali East",5,2,2,2,0,11.0,18.0,1987
2022-07-07,0,40000,500,13 out of 14,2,"Manavsthal, Andheri East",5,0,1,2,2,13.0,14.0,1203
2022-05-31,1,52000,750,4 out of 20,1,"vanamali chs ghatla, Ghatla",5,2,1,2,0,4.0,20.0,2230
2022-06-18,1,80000,750,6 out of 16,1,"lokhandwala residency, Worli",5,0,0,2,0,6.0,16.0,2203
2022-06-23,1,55000,850,6 out of 10,1,"Adityavardhan Apartment, Raheja Vihar",5,0,1,2,0,6.0,10.0,39
2022-06-04,0,30000,350,5 out of 16,1,Prabhadevi,5,2,1,1,0,5.0,16.0,1548
2022-06-04,0,20000,300,2 out of 12,1,"Sundar Nagar, Kalina",5,1,1,1,0,2.0,12.0,1927
2022-05-23,0,85000,695,2 out of 7,1,Union Park,5,0,1,2,0,2.0,7.0,2029
2022-06-16,0,40000,415,15 out of 22,1,"Kanakia Rainforest, Andheri East",5,1,1,2,0,15.0,22.0,938
2022-06-25,0,21000,450,3 out of 13,1,Bhandup Village,5,2,0,2,0,3.0,13.0,286
2022-06-23,2,43000,850,8 out of 14,1,"Aspire, Kandivali East",5,2,2,3,0,8.0,14.0,154
2022-05-11,1,58000,805,30 out of 58,1,"Auris Serenity, Link Road",5,1,1,3,0,30.0,58.0,163
2022-07-06,1,130000,700,7 out of 10,1,Bandra West,5,0,1,2,0,7.0,10.0,225
2022-04-13,2,260000,1800,10 out of 11,1,JVPD Scheme,5,0,2,4,0,10.0,11.0,815
2022-06-27,1,46000,669,15 out of 43,1,"Tulip at Runwal Forests, Kanjurmarg West",5,2,0,2,0,15.0,43.0,2020
2022-06-23,0,6500,325,7 out of 16,1,"Unicorn Global Arena, Naigaon East",5,2,2,1,0,7.0,16.0,2028
2022-05-31,0,21000,600,5 out of 6,2,Sher E Punjab Society,5,0,1,1,2,5.0,6.0,1835
2022-05-22,1,46000,725,Upper Basement out of 16,1,Chembur,5,2,1,2,0,0.0,16.0,388
2022-06-03,1,60000,750,5 out of 9,1,"Green Woods Chkala, Andheri East",5,1,1,2,0,5.0,9.0,665
2022-06-29,2,65000,1050,13 out of 21,1,"Hillcrest, Andheri East",5,1,0,3,0,13.0,21.0,722
2022-05-19,1,15000,600,18 out of 28,1,Shilphata,5,2,1,2,2,18.0,28.0,1839
2022-06-28,1,130000,1000,10 out of 13,1,Bandra West,5,1,1,2,0,10.0,13.0,225
2022-07-04,2,90000,1110,9 out of 55,1,"Omkar Alta Monte, Kurar Village",5,0,1,3,0,9.0,55.0,1444
2022-07-09,1,62000,650,11 out of 25,1,Jacob Circle,5,2,2,2,0,11.0,25.0,816
2022-06-08,2,160000,1100,8 out of 10,1,Santacruz West,5,1,1,3,0,8.0,10.0,1777
2022-06-23,2,80000,1100,15 out of 28,1,"Godrej Central, Chembur",5,2,1,3,0,15.0,28.0,634
2022-07-04,2,80000,1110,49 out of 55,1,"Omkar Alta Monte, Kurar Village",5,1,1,3,0,49.0,55.0,1444
2022-06-28,2,55000,999,14 out of 23,1,"Orchid Residency, Link Road",5,1,2,2,0,14.0,23.0,1453
2022-06-22,2,100000,1000,2 out of 4,1,Santacruz West,5,0,1,3,0,2.0,4.0,1777
2022-07-09,3,200000,2200,11 out of 20,1,Seven Bungalows,5,1,1,5,0,11.0,20.0,1816
2022-06-02,2,100000,1256,10 out of 22,1,"Satyam Springs, Deonar",5,0,2,3,0,10.0,22.0,1799
2022-07-06,1,79500,750,17 out of 20,1,"Hiranandani Castle Rock, Hiranandani Gardens",5,1,2,2,0,17.0,20.0,729
2022-07-06,2,84500,889,7 out of 27,1,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",5,1,1,2,0,7.0,27.0,1428
2022-06-12,1,100000,750,14 out of 27,1,"Hiranandani Atlantis, Hiranandani Gardens",5,1,1,2,0,14.0,27.0,728
2022-05-17,0,13000,385,6 out of 20,1,"Aims Sea View, Indralok",5,2,2,1,0,6.0,20.0,50
2022-06-16,3,100000,1454,5 out of 7,1,"diamond garden, Chembur East",5,2,1,4,0,5.0,7.0,2173
